Price,Close,High,Low,Open,Volume
Ticker,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS,MOTHERSON.NS
Date,,,,,
2023-01-02,50.46666717529297,50.733333587646484,49.43333435058594,49.53333282470703,16344105
2023-01-03,50.70000076293945,50.900001525878906,50.166664123535156,50.46666717529297,10859731
2023-01-04,49.86666488647461,50.83333206176758,49.36666488647461,50.79999923706055,8710752
2023-01-05,50.33333206176758,50.43333435058594,49.33333206176758,49.96666717529297,7324356
2023-01-06,50.20000076293945,50.599998474121094,49.53333282470703,50.29999923706055,8076379
2023-01-09,51.29999923706055,51.5,50.53333282470703,50.599998474121094,15335931
2023-01-10,52.5,52.96666717529297,51.20000076293945,51.43333435058594,36685590
2023-01-11,51.46666717529297,52.83333206176758,51.03333282470703,52.666664123535156,13978857
2023-01-12,52.099998474121094,52.20000076293945,51.133331298828125,51.666664123535156,18534366
2023-01-13,51.5,51.96666717529297,49.133331298828125,51.96666717529297,41603080
2023-01-16,50.36666488647461,51.733333587646484,50.266666412353516,51.53333282470703,11901637
2023-01-17,49.46666717529297,51.46666717529297,48.83333206176758,49.133331298828125,56133672
2023-01-18,49.599998474121094,49.766666412353516,49.20000076293945,49.53333282470703,10135534
2023-01-19,49.53333282470703,49.70000076293945,48.900001525878906,49.36666488647461,11815812
2023-01-20,48.666664123535156,49.53333282470703,48.29999923706055,49.36666488647461,33414445
2023-01-23,48.86666488647461,49.099998474121094,48.266666412353516,48.733333587646484,12076575
2023-01-24,49.20000076293945,49.5,48.79999923706055,48.900001525878906,10079661
2023-01-25,48.43333435058594,49.266666412353516,47.93333435058594,49.20000076293945,10755367
2023-01-27,47.733333587646484,48.86666488647461,46.86666488647461,48.400001525878906,19400304
2023-01-30,48.733333587646484,48.93333435058594,47.03333282470703,47.733333587646484,19037101
2023-01-31,50.33333206176758,51.133331298828125,48.900001525878906,49.0,23899842
2023-02-01,49.400001525878906,50.83333206176758,48.400001525878906,50.599998474121094,13454178
2023-02-02,49.96666717529297,50.266666412353516,48.46666717529297,49.20000076293945,21250107
2023-02-03,50.599998474121094,51.33333206176758,49.733333587646484,50.20000076293945,21671890
2023-02-06,52.400001525878906,52.666664123535156,50.20000076293945,50.599998474121094,22104030
2023-02-07,53.400001525878906,53.733333587646484,52.266666412353516,52.400001525878906,39149149
2023-02-08,53.83333206176758,54.29999923706055,52.666664123535156,53.400001525878906,41891415
2023-02-09,52.86666488647461,54.633331298828125,52.266666412353516,54.633331298828125,37864893
2023-02-10,53.46666717529297,54.099998474121094,52.733333587646484,52.96666717529297,20582980
2023-02-13,53.03333282470703,53.86666488647461,52.733333587646484,53.633331298828125,12741529
2023-02-14,53.33333206176758,54.0,52.5,53.266666412353516,13355443
2023-02-15,53.400001525878906,53.96666717529297,53.06666564941406,53.53333282470703,8324116
2023-02-16,53.43333435058594,53.86666488647461,53.29999923706055,53.599998474121094,11105386
2023-02-17,53.133331298828125,53.70000076293945,52.70000076293945,53.53333282470703,7559548
2023-02-20,54.633331298828125,56.166664123535156,54.20000076293945,54.666664123535156,46480078
2023-02-21,54.766666412353516,55.0,54.20000076293945,54.96666717529297,12453493
2023-02-22,54.70000076293945,54.96666717529297,54.20000076293945,54.33333206176758,19416834
2023-02-23,54.900001525878906,55.133331298828125,54.03333282470703,54.733333587646484,14527701
2023-02-24,54.96666717529297,55.33333206176758,54.43333435058594,55.0,8509320
2023-02-27,52.29999923706055,55.133331298828125,51.79999923706055,55.133331298828125,15409105
2023-02-28,53.099998474121094,54.266666412353516,52.53333282470703,52.53333282470703,18410106
2023-03-01,54.266666412353516,54.400001525878906,53.20000076293945,53.33333206176758,11773822
2023-03-02,53.83333206176758,54.266666412353516,53.666664123535156,54.0,6612655
2023-03-03,53.36666488647461,54.400001525878906,53.099998474121094,54.36666488647461,13098846
2023-03-06,55.46666717529297,55.900001525878906,54.666664123535156,54.666664123535156,27097054
2023-03-08,55.70000076293945,55.83333206176758,54.79999923706055,55.099998474121094,10075456
2023-03-09,55.133331298828125,55.93333435058594,54.599998474121094,55.79999923706055,9390082
2023-03-10,55.36666488647461,55.5,54.233333587646484,54.70000076293945,7752126
2023-03-13,53.20000076293945,55.133331298828125,52.86666488647461,54.733333587646484,11594085
2023-03-14,52.53333282470703,53.46666717529297,52.133331298828125,53.266666412353516,11070147
2023-03-15,51.20000076293945,53.266666412353516,50.666664123535156,52.86666488647461,7833699
2023-03-16,45.666664123535156,47.53333282470703,44.03333282470703,47.53333282470703,629861299
2023-03-17,45.20000076293945,46.53333282470703,44.266666412353516,46.266666412353516,42735310
2023-03-20,43.70000076293945,45.03333282470703,43.43333435058594,44.36666488647461,50692723
2023-03-21,43.70000076293945,44.20000076293945,43.03333282470703,44.06666564941406,33706230
2023-03-22,43.633331298828125,44.266666412353516,43.43333435058594,43.96666717529297,32063304
2023-03-23,43.5,43.633331298828125,43.03333282470703,43.633331298828125,21396952
2023-03-24,43.166664123535156,44.166664123535156,42.79999923706055,43.5,20444788
2023-03-27,42.766666412353516,43.266666412353516,42.33333206176758,43.166664123535156,26154885
2023-03-28,41.93333435058594,42.96666717529297,41.20000076293945,42.86666488647461,33483847
2023-03-29,43.03333282470703,43.33333206176758,41.766666412353516,41.93333435058594,30268953
2023-03-31,44.733333587646484,44.79999923706055,43.20000076293945,43.599998474121094,22257579
2023-04-03,45.06666564941406,45.29999923706055,44.70000076293945,45.233333587646484,11383434
2023-04-05,45.03333282470703,45.29999923706055,44.56666564941406,45.06666564941406,8557086
2023-04-06,45.266666412353516,45.400001525878906,44.666664123535156,45.0,7116240
2023-04-10,45.29999923706055,45.666664123535156,44.733333587646484,45.43333435058594,10099228
2023-04-11,45.56666564941406,45.79999923706055,45.133331298828125,45.33333206176758,10143691
2023-04-12,45.900001525878906,46.599998474121094,45.53333282470703,45.900001525878906,19766322
2023-04-13,45.53333282470703,46.43333435058594,45.20000076293945,46.099998474121094,8728773
2023-04-17,45.900001525878906,46.0,44.93333435058594,45.46666717529297,9565654
2023-04-18,45.79999923706055,46.20000076293945,45.53333282470703,46.166664123535156,13915387
2023-04-19,46.0,46.36666488647461,45.400001525878906,45.79999923706055,15196144
2023-04-20,46.666664123535156,46.733333587646484,45.79999923706055,46.133331298828125,9237451
2023-04-21,46.70000076293945,47.0,46.266666412353516,47.0,9679335
